Wall time,Step,Value
1571055590.9321392,719,1.323561191558838
1571055591.0480509,729,1.3188488483428955
1571055591.1279192,739,1.3813782930374146
1571055591.205724,749,1.2373565435409546
1571055591.285485,759,1.219044804573059
1571055591.3668156,769,1.353895664215088
1571055591.4491665,779,1.2647573947906494
1571055595.0028255,789,1.2512463331222534
1571055595.0564153,799,1.185854434967041
1571055595.4195251,809,1.2587339878082275
1571055595.5531404,819,1.296211838722229
1571055595.683778,829,1.3160089254379272
1571055595.8144808,839,1.290243148803711
1571055595.9454784,849,1.1815646886825562
1571055596.0532494,859,1.199944257736206
1571055596.200849,869,1.4038689136505127
1571055596.3466465,879,1.2109330892562866
1571055596.4670005,889,1.4300575256347656
1571055596.5781415,899,1.349422574043274
1571055596.661146,909,1.246221899986267
1571055596.7400885,919,1.2417227029800415
1571055596.8146749,929,1.2528223991394043
1571055596.903659,939,1.23393714427948
1571055596.9851003,949,1.4378682374954224
1571055597.082561,959,1.2095990180969238
1571055597.201819,969,1.1889392137527466
1571055597.344672,979,1.247554898262024
1571055597.5109332,989,1.3243892192840576
1571055597.6343386,999,1.1765141487121582
1571055597.8121102,1009,1.2597169876098633
1571055597.9945579,1019,1.4918487071990967
1571055598.3241374,1029,1.2202727794647217
1571055598.5454166,1039,1.127135992050171
1571055598.7806885,1049,1.1779992580413818
1571055599.0435698,1059,1.0132551193237305
1571055599.3615859,1069,1.1630865335464478
1571055599.533158,1079,1.1554216146469116
1571055599.8304698,1089,1.2279701232910156
1571055600.0403688,1099,1.4585567712783813
1571055600.2898843,1109,1.1854794025421143
1571055600.515324,1119,1.35578453540802
1571055600.6858122,1129,1.1482629776000977
1571055600.904969,1139,1.2471981048583984
1571055601.173766,1149,1.2118339538574219
1571055601.3697371,1159,1.3875176906585693
1571055601.6066163,1169,1.0306141376495361
1571055603.4303617,1179,0.9164464473724365
1571055603.5735583,1189,1.0957015752792358
1571055603.685792,1199,1.1758270263671875
1571055603.774936,1209,0.9783517122268677
1571055603.8327785,1219,1.0770026445388794
1571055603.9117298,1229,1.1026475429534912
1571055603.9661431,1239,1.0515453815460205
1571055604.110715,1249,1.0989075899124146
1571055604.2547712,1259,1.121222734451294
1571055604.4926472,1269,1.0600781440734863
1571055604.8096454,1279,1.106671929359436
1571055604.9836526,1289,0.9799091815948486
1571055605.1153495,1299,0.9906113743782043
1571055605.2886574,1309,1.1344088315963745
1571055605.4704678,1319,1.0258821249008179
1571055605.6328511,1329,1.088572382926941
1571055605.7959385,1339,1.2499140501022339
1571055605.9950697,1349,1.0567553043365479
1571055606.1683357,1359,1.1250659227371216
1571055606.3592165,1369,1.2337387800216675
1571055606.5498955,1379,1.1189985275268555
1571055606.8212595,1389,1.3533778190612793
1571055607.0070777,1399,1.0479912757873535
1571055607.1828449,1409,1.0186361074447632
1571055607.347718,1419,1.0530308485031128
1571055607.5539393,1429,1.3416938781738281
1571055607.7113445,1439,1.221496343612671
1571055607.9043708,1449,1.1785104274749756
1571055608.077709,1459,1.1153671741485596
1571055608.2674057,1469,1.0622323751449585
1571055608.397085,1479,0.920677125453949
1571055608.5902066,1489,1.0561286211013794
1571055608.757491,1499,1.033707857131958
1571055608.9067862,1509,1.2267358303070068
1571055609.00092,1519,1.4708819389343262
1571055609.130267,1529,1.0888217687606812
1571055609.3080149,1539,1.0908080339431763
1571055609.4881356,1549,1.0960382223129272
1571055609.6539848,1559,1.1908189058303833
1571055613.0706468,1569,1.2936322689056396
1571055613.1719103,1579,1.148653507232666
1571055613.425572,1589,1.2258222103118896
1571055613.5254464,1599,0.9617919921875
1571055613.607501,1609,0.9809229373931885
1571055613.673426,1619,1.1169284582138062
1571055613.7489502,1629,1.0010865926742554
1571055613.8541849,1639,0.9912658929824829
1571055614.054069,1649,0.938905656337738
1571055614.2649617,1659,1.078964352607727
1571055614.3909965,1669,1.120646595954895
1571055614.5478358,1679,0.9777029156684875
1571055614.7808259,1689,1.013866662979126
1571055615.0339088,1699,1.0366953611373901
1571055615.293132,1709,0.9246224164962769
1571055615.4231372,1719,1.0941137075424194
1571055615.591374,1729,1.184436321258545
1571055615.7466838,1739,0.9445317387580872
1571055615.9558718,1749,1.0363924503326416
1571055616.1416407,1759,0.8948682546615601
1571055616.299481,1769,1.152274250984192
1571055616.4552395,1779,0.946591317653656
1571055616.6351519,1789,1.0685521364212036
1571055616.7885013,1799,1.1942505836486816
1571055617.0468874,1809,0.9408890008926392
1571055617.2574418,1819,0.9210867881774902
1571055617.4811537,1829,0.9512732028961182
1571055617.6599271,1839,1.0152992010116577
1571055617.9377546,1849,0.9717101454734802
1571055618.1313288,1859,0.9699849486351013
1571055618.438278,1869,0.988464891910553
1571055618.739363,1879,1.0583851337432861
1571055619.0384336,1889,0.9318475127220154
1571055619.2881527,1899,1.1374452114105225
1571055619.3820164,1909,0.9117557406425476
1571055619.4745777,1919,0.8142054677009583
1571055619.5650768,1929,1.0347234010696411
1571055619.6126738,1939,1.1444706916809082
1571055619.6601362,1949,1.0994373559951782
1571055620.9221199,1959,0.9472706913948059
1571055621.0245237,1969,0.7411379218101501
1571055621.3034,1979,1.1140856742858887
1571055621.4553487,1989,0.8906398415565491
1571055621.5473936,1999,0.8263280391693115
1571055621.7660496,2009,0.8398455381393433
1571055621.8362324,2019,0.8145644664764404
1571055621.9718077,2029,0.9374837279319763
1571055622.203462,2039,0.9590753316879272
1571055622.3875706,2049,0.9770531058311462
1571055622.6024914,2059,0.8693288564682007
1571055622.7793217,2069,0.7551087737083435
1571055622.9613965,2079,0.9195191860198975
1571055623.1583648,2089,0.8696879148483276
1571055623.367422,2099,0.7907954454421997
1571055623.5414605,2109,0.9974300265312195
1571055623.7854466,2119,0.8923738598823547
1571055623.9927657,2129,0.9466378688812256
1571055624.2084107,2139,0.8306195735931396
1571055624.4295378,2149,1.0495240688323975
1571055624.7127264,2159,1.0411165952682495
1571055624.949005,2169,0.8957237601280212
1571055625.2205307,2179,0.9965183734893799
1571055625.3509085,2189,0.7623825669288635
1571055625.549808,2199,0.8517849445343018
1571055625.770655,2209,0.8401528596878052
1571055625.9309602,2219,0.9376556873321533
1571055626.1307583,2229,0.913696825504303
1571055626.3745437,2239,0.9383909106254578
1571055626.4963317,2249,0.8619686365127563
1571055626.6341531,2259,0.8731414079666138
1571055626.8495252,2269,1.0148919820785522
1571055626.9924626,2279,0.9488428235054016
1571055627.087329,2289,0.9854367971420288
1571055627.1637266,2299,0.8513937592506409
1571055627.2214415,2309,0.8819406628608704
1571055627.276183,2319,0.7924862504005432
1571055627.3326223,2329,1.0767579078674316
1571055627.3831599,2339,0.8569217920303345
1571055630.3769474,2349,0.8679221868515015
1571055630.4478998,2359,0.827242910861969
1571055630.5583181,2369,0.9434531927108765
1571055630.6896255,2379,0.7744408845901489
1571055630.7730324,2389,0.945801317691803
1571055630.8746111,2399,0.8387483358383179
1571055630.9611053,2409,0.8956533670425415
1571055631.0498254,2419,0.8990465402603149
1571055631.1457043,2429,0.7934924364089966
1571055631.2770934,2439,0.7680575847625732
1571055631.3770945,2449,0.8594687581062317
1571055631.4540126,2459,0.9144117832183838
1571055631.6062577,2469,0.7768008708953857
1571055631.6940606,2479,0.8188193440437317
1571055631.8001616,2489,0.7997084259986877
1571055631.9017816,2499,0.8502122759819031
1571055632.041813,2509,0.767357349395752
1571055632.1409202,2519,0.8553758263587952
1571055632.2622447,2529,0.9759644865989685
1571055632.4407046,2539,0.8692201972007751
1571055632.5574374,2549,0.8168665766716003
1571055632.7612984,2559,0.9119957089424133
1571055632.9074476,2569,0.7932642102241516
1571055633.0261207,2579,0.889531135559082
1571055633.1609802,2589,0.8811771869659424
1571055633.303161,2599,0.814996063709259
1571055633.4208086,2609,0.93463134765625
1571055633.514571,2619,0.8696992993354797
1571055633.5877972,2629,0.9468475580215454
1571055633.679302,2639,0.890451967716217
1571055633.8088765,2649,0.7877029180526733
1571055633.9645236,2659,0.8197723627090454
1571055634.0846775,2669,0.7911887168884277
1571055634.2334762,2679,0.8632224798202515
1571055634.3087814,2689,0.8749354481697083
1571055634.3624363,2699,0.6578590273857117
1571055634.4163957,2709,0.7970001697540283
1571055634.4668763,2719,0.73372483253479
1571055634.5146937,2729,0.9299525022506714
1571055635.698535,2739,0.8275219202041626
1571055635.8183618,2749,0.9441167116165161
1571055635.890123,2759,0.7833316922187805
1571055636.0181305,2769,0.8219664692878723
1571055636.0880604,2779,0.9583867192268372
1571055636.1514359,2789,0.6873441934585571
1571055636.2496228,2799,0.696958065032959
1571055636.331218,2809,0.6293509602546692
1571055636.431378,2819,0.8653754591941833
1571055636.5596976,2829,0.6679078340530396
1571055636.634183,2839,0.828244686126709
1571055636.7280478,2849,0.7106397747993469
1571055636.8212235,2859,0.8987897038459778
1571055636.942526,2869,0.6191940307617188
1571055637.0354087,2879,0.7487066984176636
1571055637.1290607,2889,0.9002683758735657
1571055637.2344704,2899,0.8458699584007263
1571055637.3543596,2909,0.7335859537124634
1571055637.4785392,2919,0.7242498397827148
1571055637.5603874,2929,0.8080350160598755
1571055637.6941652,2939,0.8105390667915344
1571055637.7778366,2949,0.7768467664718628
1571055637.8544989,2959,0.7370415925979614
1571055637.9362063,2969,0.6650926470756531
1571055638.0106988,2979,0.8521886467933655
1571055638.086644,2989,0.7854469418525696
1571055638.1797686,2999,0.6746405959129333
1571055638.3027835,3009,0.7904607653617859
1571055638.4297621,3019,0.7093852758407593
1571055638.5259871,3029,0.7735400795936584
1571055638.6173248,3039,0.807571291923523
1571055638.7011452,3049,0.6548075675964355
1571055638.855451,3059,0.669268012046814
1571055638.962034,3069,0.6869564056396484
1571055639.0501866,3079,0.6455491781234741
1571055639.1023827,3089,0.8520193696022034
1571055639.154905,3099,0.742496907711029
1571055639.206419,3109,0.6942234039306641
1571055639.253823,3119,0.7317693829536438
1571055641.6487927,3129,0.7037679553031921
1571055641.767686,3139,0.7482501864433289
1571055641.9107132,3149,0.6768991351127625
1571055642.0708222,3159,0.6583163738250732
1571055642.149099,3169,0.7072722911834717
1571055642.2304819,3179,0.6860778331756592
1571055642.3464859,3189,0.8970230221748352
1571055642.4489717,3199,0.7527400255203247
1571055642.574558,3209,0.6968932151794434
1571055642.6935556,3219,0.5978406667709351
1571055642.863842,3229,0.49578550457954407
1571055643.0179763,3239,0.5577767491340637
1571055643.1480377,3249,0.5718747973442078
1571055643.2900906,3259,0.7368650436401367
1571055643.459922,3269,0.6788326501846313
1571055643.6301205,3279,0.6371825933456421
1571055643.77272,3289,0.7159278988838196
1571055643.9350703,3299,0.6757602095603943
1571055644.0743344,3309,0.6213020086288452
1571055644.2317173,3319,0.755755603313446
1571055644.3741517,3329,0.6352899670600891
1571055644.4494708,3339,0.6985276937484741
1571055644.5279338,3349,0.8710168600082397
1571055644.5782387,3359,0.6319794058799744
1571055644.67185,3369,0.7000818848609924
1571055644.7465444,3379,0.6955453753471375
1571055644.8391006,3389,0.6556900143623352
1571055644.9498298,3399,0.6713456511497498
1571055645.0117846,3409,0.722606897354126
1571055645.1024818,3419,0.7067574262619019
1571055645.1963813,3429,0.5866659879684448
1571055645.2700467,3439,0.6442283391952515
1571055645.3364518,3449,0.6293085217475891
1571055645.4507492,3459,0.6673709154129028
1571055645.5170279,3469,0.7995954155921936
1571055645.568039,3479,0.682747483253479
1571055645.6156454,3489,0.8110583424568176
1571055645.6633933,3499,0.8451749086380005
1571055645.719165,3509,0.735512912273407
1571055646.7528338,3519,0.6072574853897095
1571055646.886092,3529,0.6673218011856079
1571055647.013662,3539,0.5829278826713562
1571055647.1536105,3549,0.5905981063842773
1571055647.249095,3559,0.5644369721412659
1571055647.3475556,3569,0.714333176612854
1571055647.4259717,3579,0.7588569521903992
1571055647.4919689,3589,0.6328728795051575
1571055647.5968182,3599,0.5803126692771912
1571055647.6959908,3609,0.6255710124969482
1571055647.8546057,3619,0.6358789205551147
1571055648.0022595,3629,0.6560400724411011
1571055648.1444728,3639,0.7283075451850891
1571055648.3075244,3649,0.5436392426490784
1571055648.442374,3659,0.5564348697662354
1571055648.5949023,3669,0.684315025806427
1571055648.7818015,3679,0.5992820858955383
1571055648.927066,3689,0.5763973593711853
1571055649.0869527,3699,0.5668537616729736
1571055649.228706,3709,0.6098793745040894
1571055649.3232908,3719,0.6407268047332764
1571055649.4575038,3729,0.6013246774673462
1571055649.618148,3739,0.6858327388763428
1571055649.7444963,3749,0.7951004505157471
1571055649.879311,3759,0.6729568839073181
1571055649.9613953,3769,0.6805164217948914
1571055650.1136172,3779,0.5104867219924927
1571055650.290734,3789,0.9270654320716858
1571055650.4834788,3799,0.6802150011062622
1571055650.6280382,3809,0.6593375205993652
1571055650.748831,3819,0.603927731513977
1571055650.8528638,3829,0.6267752051353455
1571055650.955884,3839,0.6136486530303955
1571055651.1074927,3849,0.7877535223960876
1571055651.2132103,3859,0.6264280080795288
1571055651.2655406,3869,0.6476389169692993
1571055651.3245676,3879,0.6336667537689209
1571055651.3884292,3889,0.5857236981391907
1571055651.436062,3899,0.4791886806488037
1571055651.4843585,3909,0.6076658964157104
1571055653.9745364,3919,0.5454152822494507
1571055654.0764995,3929,0.6116234660148621
1571055654.169444,3939,0.48590579628944397
1571055654.273307,3949,0.5773359537124634
1571055654.3784628,3959,0.677489697933197
1571055654.4706411,3969,0.497406929731369
1571055654.5514843,3979,0.60921311378479
1571055654.6511788,3989,0.4761804938316345
1571055654.7262778,3999,0.6647247076034546
1571055654.8048816,4009,0.5701121091842651
1571055654.896215,4019,0.5069605112075806
1571055654.9764285,4029,0.5640686750411987
1571055655.0475771,4039,0.5606464147567749
1571055655.1436005,4049,0.5527572631835938
1571055655.2729075,4059,0.6257443428039551
1571055655.3411741,4069,0.4456039071083069
1571055655.4396644,4079,0.4691872298717499
1571055655.583586,4089,0.48606690764427185
1571055655.7294168,4099,0.6913367509841919
1571055655.830236,4109,0.4596747159957886
1571055655.9906614,4119,0.5644844770431519
1571055656.1049178,4129,0.5894689559936523
1571055656.1918497,4139,0.8289324641227722
1571055656.3200004,4149,0.6363162994384766
1571055656.4179044,4159,0.5868393778800964
1571055656.5055034,4169,0.5574544072151184
1571055656.6651115,4179,0.6327517032623291
1571055656.8039188,4189,0.5681503415107727
1571055656.9236498,4199,0.5035331845283508
1571055657.0222256,4209,0.6487194299697876
1571055657.1905084,4219,0.5302609801292419
1571055657.2897568,4229,0.4807378649711609
1571055657.4405515,4239,0.5366171002388
1571055657.545815,4249,0.6542155742645264
1571055657.5970922,4259,0.703490674495697
1571055657.6515985,4269,0.6556451320648193
1571055657.7068985,4279,0.5953438878059387
1571055657.7543652,4289,0.523671567440033
1571055657.8018973,4299,0.457823246717453
1571055658.9002345,4309,0.5313532948493958
1571055659.1030023,4319,0.47052404284477234
1571055659.2513077,4329,0.39422038197517395
1571055659.3369582,4339,0.44109728932380676
1571055659.4107363,4349,0.36426565051078796
1571055659.474584,4359,0.5219438076019287
1571055659.5688548,4369,0.6116726994514465
1571055659.643541,4379,0.35335925221443176
1571055659.7200205,4389,0.6276161074638367
1571055659.7972045,4399,0.4403024911880493
1571055659.8903222,4409,0.4292808473110199
1571055660.0405552,4419,0.5025634765625
1571055660.1719096,4429,0.468993604183197
1571055660.3216472,4439,0.5196701288223267
1571055660.421986,4449,0.495915949344635
1571055660.5949657,4459,0.497518926858902
1571055660.678139,4469,0.37557467818260193
1571055660.818527,4479,0.5404232144355774
1571055660.9236972,4489,0.5159532427787781
1571055661.0677283,4499,0.5502510666847229
1571055661.177344,4509,0.43243247270584106
1571055661.2781878,4519,0.46277567744255066
1571055661.374951,4529,0.5107246041297913
1571055661.498596,4539,0.4053373336791992
1571055661.5948567,4549,0.5551468133926392
1571055661.6836412,4559,0.4581167995929718
1571055661.8093746,4569,0.42288118600845337
1571055661.9782321,4579,0.5220026969909668
1571055662.1026359,4589,0.37881866097450256
1571055662.2281616,4599,0.5610821843147278
1571055662.3514147,4609,0.4356456696987152
1571055662.4657865,4619,0.4444137513637543
1571055662.6177547,4629,0.5109766125679016
1571055662.7058988,4639,0.4847894012928009
1571055662.7576902,4649,0.44785913825035095
1571055662.8108747,4659,0.3801898658275604
1571055662.860755,4669,0.41806885600090027
1571055662.9082494,4679,0.4938529133796692
1571055662.9557586,4689,0.44966086745262146
1571055665.370825,4699,0.2937891483306885
1571055665.5339658,4709,0.3978760242462158
1571055665.7229607,4719,0.4456751346588135
1571055665.8308852,4729,0.44893574714660645
1571055665.89784,4739,0.39421728253364563
1571055665.9614162,4749,0.31762805581092834
1571055666.0433857,4759,0.29423952102661133
1571055666.1232202,4769,0.45875459909439087
1571055666.1960087,4779,0.45750054717063904
1571055666.299702,4789,0.5003055334091187
1571055666.3897755,4799,0.33571556210517883
1571055666.48806,4809,0.3540499806404114
1571055666.6055622,4819,0.41392233967781067
1571055666.7455745,4829,0.37618422508239746
1571055666.8735504,4839,0.42553579807281494
1571055666.948482,4849,0.5601855516433716
1571055667.045079,4859,0.3990515470504761
1571055667.2035818,4869,0.3519929349422455
1571055667.3490698,4879,0.49064499139785767
1571055667.5081975,4889,0.30597344040870667
1571055667.6432025,4899,0.4517844319343567
1571055667.7903721,4909,0.3414340019226074
1571055667.9528527,4919,0.43106648325920105
1571055668.1054626,4929,0.26803144812583923
1571055668.2475274,4939,0.28253743052482605
1571055668.4064288,4949,0.6814025044441223
1571055668.552806,4959,0.46097075939178467
1571055668.678365,4969,0.39045286178588867
1571055668.804745,4979,0.5252136588096619
1571055668.9016693,4989,0.5592740178108215
1571055669.094937,4999,0.4212052822113037
1571055669.2321486,5009,0.38686445355415344
1571055669.387513,5019,0.3317478895187378
1571055669.4916494,5029,0.3970116972923279
1571055669.544154,5039,0.42970970273017883
1571055669.595806,5049,0.35807108879089355
1571055669.6629965,5059,0.45549583435058594
1571055669.7149644,5069,0.4117978811264038
1571055669.7625954,5079,0.4051250219345093
1571055670.9693437,5089,0.33233755826950073
1571055671.0414991,5099,0.30255770683288574
1571055671.177162,5109,0.2216569185256958
1571055671.3088448,5119,0.4223085343837738
1571055671.389216,5129,0.33961251378059387
1571055671.478937,5139,0.3663009703159332
1571055671.5568392,5149,0.28470247983932495
1571055671.6155207,5159,0.3251136541366577
1571055671.6901164,5169,0.33055242896080017
1571055671.777034,5179,0.30419811606407166
1571055671.8667011,5189,0.33044859766960144
1571055672.0103056,5199,0.2787257432937622
1571055672.1174655,5209,0.32429414987564087
1571055672.2369075,5219,0.33891624212265015
1571055672.3135035,5229,0.36178097128868103
1571055672.4707313,5239,0.33040621876716614
1571055672.6795084,5249,0.36368823051452637
1571055672.8693216,5259,0.3502301275730133
1571055673.0468168,5269,0.27893877029418945
1571055673.1648793,5279,0.3981781303882599
1571055673.31047,5289,0.20156198740005493
1571055673.4008162,5299,0.29682809114456177
1571055673.507287,5309,0.3626738488674164
1571055673.6333258,5319,0.37133073806762695
1571055673.7646945,5329,0.41922634840011597
1571055673.877836,5339,0.4382537007331848
1571055674.0083032,5349,0.30973997712135315
1571055674.113115,5359,0.24353227019309998
1571055674.260536,5369,0.41469791531562805
1571055674.3553832,5379,0.3871537744998932
1571055674.4497247,5389,0.2713981568813324
1571055674.5895889,5399,0.37331679463386536
1571055674.666822,5409,0.4804067611694336
1571055674.7489166,5419,0.38756051659584045
1571055674.8044257,5429,0.3266921043395996
1571055674.8585858,5439,0.32711097598075867
1571055674.9125392,5449,0.5249438881874084
1571055674.9602187,5459,0.2624216079711914
1571055675.007734,5469,0.31456053256988525
1571055677.5568547,5479,0.23767587542533875
1571055677.6376708,5489,0.25055739283561707
1571055677.8013587,5499,0.35444939136505127
1571055677.8803422,5509,0.2000507116317749
1571055677.9933999,5519,0.26813673973083496
1571055678.1314485,5529,0.2588164806365967
1571055678.2113626,5539,0.1308950036764145
1571055678.337727,5549,0.27509546279907227
1571055678.5122106,5559,0.22658145427703857
1571055678.6856034,5569,0.25069281458854675
1571055678.7987068,5579,0.30982860922813416
1571055678.9478412,5589,0.2708498239517212
1571055679.119196,5599,0.2540627121925354
1571055679.245325,5609,0.28191906213760376
1571055679.4600754,5619,0.24559351801872253
1571055679.6252842,5629,0.2498072385787964
1571055679.776924,5639,0.22496341168880463
1571055679.93169,5649,0.4349607825279236
1571055680.0640132,5659,0.20704597234725952
1571055680.164481,5669,0.37626999616622925
1571055680.3287334,5679,0.34092429280281067
1571055680.486091,5689,0.2470177859067917
1571055680.6489165,5699,0.16901513934135437
1571055680.804657,5709,0.20661824941635132
1571055680.9111214,5719,0.29574424028396606
1571055681.0142398,5729,0.2623157501220703
1571055681.1870425,5739,0.3556666076183319
1571055681.3443391,5749,0.21574099361896515
1571055681.5171413,5759,0.25543445348739624
1571055681.646152,5769,0.21868447959423065
1571055681.777225,5779,0.24501913785934448
1571055681.8838387,5789,0.23815569281578064
1571055682.0390832,5799,0.28251898288726807
1571055682.1901126,5809,0.22980409860610962
1571055682.264058,5819,0.3557116985321045
1571055682.3252945,5829,0.28574302792549133
1571055682.3792353,5839,0.32004985213279724
1571055682.4341025,5849,0.2525368928909302
1571055682.481789,5859,0.3195533752441406
1571055683.688651,5869,0.20198993384838104
1571055683.774332,5879,0.18381191790103912
1571055683.924764,5889,0.20363430678844452
1571055684.0138357,5899,0.1997276246547699
1571055684.109098,5909,0.1766519397497177
1571055684.2027488,5919,0.21108467876911163
1571055684.330337,5929,0.28825995326042175
1571055684.4386027,5939,0.1635134518146515
1571055684.5508926,5949,0.14843003451824188
1571055684.7191148,5959,0.14135202765464783
1571055684.8331645,5969,0.08667108416557312
1571055684.9002223,5979,0.1615867018699646
1571055685.069346,5989,0.13809074461460114
1571055685.2338817,5999,0.17789950966835022
1571055685.3967106,6009,0.20488910377025604
1571055685.4880593,6019,0.20560747385025024
1571055685.6233256,6029,0.2611406147480011
1571055685.7282808,6039,0.23212821781635284
1571055685.8221304,6049,0.24343010783195496
1571055685.9228275,6059,0.17265012860298157
1571055686.0454652,6069,0.18534471094608307
1571055686.1350415,6079,0.22554340958595276
1571055686.2514007,6089,0.12814754247665405
1571055686.354825,6099,0.21134284138679504
1571055686.4854612,6109,0.18516522645950317
1571055686.5803137,6119,0.10986267030239105
1571055686.7213423,6129,0.19401021301746368
1571055686.826862,6139,0.20888972282409668
1571055686.9197648,6149,0.1542603075504303
1571055687.0274158,6159,0.30215364694595337
1571055687.1896505,6169,0.2634420692920685
1571055687.3588226,6179,0.20731352269649506
1571055687.5011501,6189,0.2829399108886719
1571055687.6834705,6199,0.2204059362411499
1571055687.7495568,6209,0.20226170122623444
1571055687.8025107,6219,0.3934106230735779
1571055687.8766565,6229,0.21142452955245972
1571055687.9272346,6239,0.16701729595661163
1571055687.9748178,6249,0.20352083444595337
1571055690.4348845,6259,0.18400008976459503
1571055690.484053,6269,0.1503676176071167
1571055690.6031096,6279,0.11821231991052628
1571055690.712313,6289,0.20522046089172363
1571055690.7644663,6299,0.15354704856872559
1571055690.8628964,6309,0.15602532029151917
1571055690.958318,6319,0.10872161388397217
1571055691.0805404,6329,0.1846059411764145
1571055691.2233853,6339,0.12496639788150787
1571055691.3686898,6349,0.7019883394241333
1571055691.4672084,6359,0.21194586157798767
1571055691.5926478,6369,0.14559152722358704
1571055691.7282915,6379,0.16387948393821716
1571055691.8345277,6389,0.17930032312870026
1571055691.9476814,6399,0.15846027433872223
1571055692.0194392,6409,0.10321664065122604
1571055692.082555,6419,0.11170023679733276
1571055692.2010505,6429,0.13218273222446442
1571055692.3517916,6439,0.08463596552610397
1571055692.5178661,6449,0.17280946671962738
1571055692.6753678,6459,0.16584043204784393
1571055692.8311794,6469,0.11555880308151245
1571055692.9382231,6479,0.2098396271467209
1571055693.0147288,6489,0.13865016400814056
1571055693.1093082,6499,0.13751482963562012
1571055693.253258,6509,0.10411382466554642
1571055693.388928,6519,0.13969576358795166
1571055693.456822,6529,0.17143456637859344
1571055693.5630565,6539,0.2189318835735321
1571055693.7147624,6549,0.33815625309944153
1571055693.776596,6559,0.12252523005008698
1571055693.8932443,6569,0.11280424892902374
1571055694.0151095,6579,0.09020479023456573
1571055694.2196205,6589,0.16388024389743805
1571055694.292184,6599,0.19034869968891144
1571055694.3568747,6609,0.16888649761676788
1571055694.4071586,6619,0.2535582184791565
1571055694.4561286,6629,0.1902172565460205
1571055694.5052671,6639,0.1423281729221344
1571055695.645613,6649,0.0865369513630867
1571055695.7825296,6659,0.10004620254039764
1571055695.9107504,6669,0.08287684619426727
1571055695.9677217,6679,0.07773739099502563
1571055696.0238175,6689,0.24314913153648376
1571055696.1294684,6699,0.23554909229278564
1571055696.20273,6709,0.08847939968109131
1571055696.2532766,6719,0.041606128215789795
1571055696.353382,6729,0.07039457559585571
1571055696.4543877,6739,0.0708317905664444
1571055696.57092,6749,0.09798993170261383
1571055696.7085414,6759,0.11493873596191406
1571055696.8521378,6769,0.13507559895515442
1571055696.9807642,6779,0.10872028023004532
1571055697.1444278,6789,0.11295390129089355
1571055697.2320824,6799,0.08654949069023132
1571055697.3169777,6809,0.06490594148635864
